img_path,label_path,class_name,feature_npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0080.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/060421_DJI_0080.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__060421_DJI_0080.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0502.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0502.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0502.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0936.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0936.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0936.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0620.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0620.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0620.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0452.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0452.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0452.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0574.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0574.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0574.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0762.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0762.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0762.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0618.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0618.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0618.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0488.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Deer/071521_DeerPens_xt2_DJI_0488.txt,Deer,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Deer__071521_DeerPens_xt2_DJI_0488.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0500.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0500.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0500.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0456.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0456.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0456.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0862.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CA_DJI_0862.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CA_DJI_0862.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0622.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0622.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0622.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0630.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0630.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0630.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0484.JPG,/blue/azare/zhou.m/awir/data_awir/AWIR/Horse/H_DJI_0484.txt,Horse,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Horse__H_DJI_0484.npz
/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0834.jpg,/blue/azare/zhou.m/awir/data_awir/AWIR/Cow/CE_DJI_0834.txt,Cow,/blue/azare/zhou.m/object_detection_CTL/awir_ctl_sliding_grids/awir_sliding_grids_fold1/train/Cow__CE_DJI_0834.npz
